[[ 22.2292686]]
[[ 41.79573366]]
[[ 0.187602]]
[[ 108.00582232]]
[[ 6.49450898]]
[[ 39.16244198]]
[[ 81.83470298]]
[[ 11.24857672]]
[[ 9.41378544]]
[[ 43.04292778]]
[[ 11.12457168]]
[[ 55.56076422]]
[[ 9.55909145]]
[[ 1.24231429]]
[[ 14.76482412]]
[[ 0.41764794]]
[[ 172.83818631]]
[[ 7.09653793]]
[[ 0.01076917]]
[[ 0.21523718]]
[[ 49.3746596]]
[[ 4.47157981]]
[[ 0.41909846]]
[[ 39.32835664]]
[[ 0.63729345]]
[[ 8.66979167]]
[[ 0.09030131]]
[[ 7.74001257]]
[[ 33.90952825]]
[[ 0.21183215]]
[[ 6.15953919]]
[[ 20.94838504]]
[[ 0.97065688]]
[[ 4.08275089]]
[[ 0.18964816]]
[[ 40.2931417]]
[[ 38.88519113]]
[[ 136.43219357]]
[[ 6.77689823]]
[[ 70.51035354]]
[[ 2.4106923]]
[[ 15.78353261]]
[[ 1.44385418]]
[[ 130.48159662]]
[[ 68.09725587]]
[[ 90.67583781]]
[[ 0.12159056]]
[[ 1.29607068]]
[[ 81.09850712]]
[[ 3.3839272]]
[[ 29.53096915]]
[[ 0.04645806]]
[[ 28.63831479]]
[[ 41.42410813]]
[[ 44.43370029]]
[[ 12.99179961]]
[[ 0.99083246]]
[[ 18.69422733]]
[[ 76.2908706]]
[[ 10.9099727]]
[[ 9.01906129]]
[[ 0.08399322]]
[[ 76.33359812]]
[[ 5.70427227]]
[[ 135.66172406]]
[[ 19.93094105]]
[[ 34.9004652]]
[[ 85.90211928]]
[[ 70.38021209]]
[[ 12.89052277]]
[[ 80.06108944]]
[[ 173.30743455]]
[[ 130.97471258]]
[[ 13.21565404]]
[[ 67.3459669]]
[[ 35.7065973]]
[[ 1.48849779]]
[[ 0.03410039]]
[[ 0.08957155]]
[[ 0.01318067]]
[[ 148.74562479]]
[[ 9.77174148]]
[[ 79.06225014]]
[[ 26.08754213]]
[[ 72.57056613]]
[[ 0.52625041]]
[[ 2.08344446]]
[[ 12.06865854]]
[[ 0.03207285]]
[[ 2.64906642]]
[[ 29.69242272]]
[[ 54.05569242]]
[[ 18.07912503]]
[[ 13.02848418]]
[[ 1.12258333]]
[[ 28.73667354]]
[[ 21.67359424]]
[[ 69.05309667]]
[[ 7.08754095]]
[[ 2.59868435]]
[[ 1.20108677]]
[[ 31.84751426]]
[[ 0.90839289]]
[[ 4.75420004]]
[[ 4.36333487]]
[[ 141.60309137]]
[[ 0.21725501]]
[[ 82.0692328]]
[[ 47.43196647]]
[[ 11.30617707]]
[[ 0.88003595]]
[[ 118.86851985]]
[[ 21.35730767]]
[[ 0.18611263]]
[[ 28.63006432]]
[[ 115.03260338]]
[[ 1.27031138]]
[[ 1.90866859]]
[[ 5.77624457]]
[[ 3.09595757]]
[[ 92.6317907]]
[[ 5.32488513]]
[[ 48.74455754]]
[[ 0.3385578]]
[[ 60.48639741]]
[[ 53.06408905]]
[[ 189.65543248]]
[[ 130.30967238]]
[[ 111.17201579]]
[[ 7.32352715]]
[[ 33.33662239]]
[[ 16.55015046]]
[[ 33.67956762]]
[[ 21.39349025]]
[[ 1.72380058]]
[[ 25.58931722]]
[[ 33.68489864]]
[[ 2.65581094]]
[[ 4.7792885]]
[[ 16.79203412]]
[[ 119.70866482]]
[[ 135.66643918]]
[[ 51.29424173]]
[[ 52.70773229]]
[[ 93.91951981]]
[[ 124.83273798]]
[[ 26.82232394]]
[[ 15.91718899]]
[[ 0.82313454]]
[[ 2.89037123]]
[[ 90.3939679]]
[[ 71.02230462]]
[[ 90.86759587]]
[[ 0.92487968]]
[[ 47.91875364]]
[[ 36.06965015]]
[[ 80.45251847]]
[[ 0.00997736]]
[[ 4.33623863]]
[[ 88.89849649]]
[[ 1.09790094]]
[[ 0.97129148]]
[[ 24.82080833]]
[[ 0.60417348]]
[[ 39.49266023]]
[[ 11.11913693]]
[[ 53.33402034]]
[[ 10.42339047]]
[[ 5.76854409]]
[[ 136.4838244]]
[[ 94.73873221]]
[[ 10.6750713]]
[[ 87.81548334]]
[[ 29.26014738]]
[[ 50.52378031]]
[[ 9.09451787]]
[[ 53.38623274]]
[[ 0.91403812]]
[[ 138.32808524]]
[[ 1.06366837]]
[[ 67.82456228]]
[[ 0.78192134]]
[[ 2.16000292]]
[[ 15.08557814]]
[[ 57.34182064]]
[[ 7.72142682]]
[[ 145.08798234]]
[[ 27.13201637]]
[[ 14.92017624]]
[[ 0.51304564]]
[[ 4.51543003]]
[[ 3.2945783]]
[[ 18.16015674]]
[[ 0.00106749]]
[[ 3.57267482]]
[[ 14.69340957]]
[[ 4.32412012]]
[[ 0.68130386]]
[[ 8.2070614]]
[[ 0.82380593]]
[[ 5.55139596]]
[[ 6.47753561]]
[[ 1.50064507]]
[[ 0.0467532]]
[[ 16.72446046]]
[[ 44.52804899]]
[[ 36.88824542]]
[[ 53.20131049]]
[[ 48.04177482]]
[[ 17.09164753]]
[[ 46.14369712]]
[[ 31.06898729]]
[[ 14.96639436]]
[[ 101.23239121]]
[[ 51.25234747]]
[[ 50.20493678]]
[[ 63.85068881]]
[[ 62.34071767]]
[[ 48.28719075]]
[[ 56.06194469]]
[[ 9.89479521]]
[[ 98.64903376]]
[[ 11.82945898]]
[[ 17.78751619]]
[[ 18.8021429]]
[[ 5.28144091]]
[[ 76.95301982]]
[[ 5.25264232]]
[[ 167.59049423]]
[[ 97.7585232]]
[[ 52.00306735]]
[[ 4.58023917]]
[[ 81.46408769]]
[[ 34.84106797]]
[[ 23.19502066]]
[[ 15.49669648]]
[[ 1.77536284]]
[[ 7.19646273]]
[[ 0.08037735]]
[[ 2.21792601]]
[[ 6.47078494]]
[[ 21.24015956]]
[[ 4.72997171]]
[[ 9.55316243]]
[[ 0.1138227]]
[[ 25.71578951]]
[[ 18.88187162]]
[[ 73.8268124]]
[[ 20.71200406]]
[[ 21.61313689]]
[[ 8.65853792]]
[[ 86.0280393]]
[[ 8.06592924]]
[[ 2.8182772]]
[[ 17.97970728]]
[[ 0.41592639]]
[[ 2.35204955]]
[[ 22.70755524]]
[[ 122.66615904]]
[[ 18.31847307]]
[[ 2.22255268]]
[[ 27.29394541]]
[[ 32.70937991]]
[[ 20.62389047]]
[[ 79.0846806]]
[[ 142.04089767]]
[[ 4.49185618]]
[[ 99.50085607]]
[[ 7.50748743]]
[[ 2.98244475]]
[[ 60.82339994]]
[[ 0.50878785]]
[[ 4.42715205]]
[[ 0.00188403]]
[[ 4.22754828]]
[[ 3.16970079]]
[[ 28.2593562]]
[[ 4.51299114]]
[[ 29.20194705]]
[[ 34.73683828]]
[[ 12.37113654]]
[[ 13.24652444]]
[[ 0.06397031]]
[[ 72.38641722]]
[[ 8.822205]]
[[ 19.11821786]]
[[ 0.17808738]]
[[ 77.11516421]]
[[ 6.19915518]]
[[ 6.46556992]]
[[ 32.69085457]]
[[ 188.12232856]]
[[ 4.31157673]]
[[ 0.22911881]]
[[ 133.05419923]]
[[ 19.39635373]]
[[ 141.31812535]]
[[ 9.0200817]]
[[ 13.27939241]]
[[ 0.22402278]]
[[ 17.58040422]]
[[ 64.87032545]]
[[ 1.01484258]]
[[ 22.06595644]]
[[ 17.1831983]]
[[ 4.01104234]]
[[ 34.55942487]]
[[ 29.91065639]]
[[ 78.75188557]]
[[ 2.95487364]]
[[ 78.33678016]]
[[ 0.0432318]]
[[ 26.06609094]]
[[ 82.19107156]]
[[ 7.37572745]]
[[ 86.2057863]]
[[ 69.83123795]]
[[ 84.27985272]]
[[ 14.93664097]]
[[ 29.0622933]]
[[ 0.76566302]]
[[ 53.71819859]]
[[ 3.54096954]]
[[ 1.94438273]]
[[ 43.52981979]]
[[ 6.21900022]]
[[ 0.03700373]]
[[ 1.66452565]]
[[ 110.46887908]]
[[ 0.05083665]]
[[ 95.28574016]]
[[ 139.76017364]]
[[ 11.1718286]]
[[ 74.47865956]]
[[ 0.00879458]]
[[ 134.5611057]]
[[ 72.71380175]]
[[ 0.30239665]]
[[ 12.37508564]]
[[ 31.13692202]]
[[ 33.09546724]]
[[ 16.93306489]]
[[ 0.81323019]]
[[ 27.43949632]]
[[ 1.94101328]]
[[ 47.40526614]]
[[ 25.33718162]]
[[ 104.05951157]]
[[ 141.90207767]]
[[ 3.15887918]]
[[ 49.03598228]]
[[ 16.81597726]]
[[ 10.02305416]]
[[ 32.73752513]]
[[ 7.35939767]]
[[ 0.12117366]]
[[ 65.43665599]]
[[ 130.40785099]]
[[ 5.96657928]]
[[ 4.07912867]]
[[ 8.92630727]]
[[ 16.00653684]]
[[ 0.00230874]]
[[ 98.788307]]
[[ 2.55150519]]
[[ 57.56341159]]
[[ 2.80065406]]
[[ 1.71865285]]
[[ 4.42976928]]
[[ 12.39702211]]
[[ 16.62765275]]
[[ 0.46269855]]
[[ 0.05959628]]
[[ 28.23194655]]
[[ 0.00442982]]
[[ 4.94382073]]
[[ 5.88560685]]
[[ 0.01751122]]
[[ 1.33246267]]
[[ 40.16912592]]
[[ 34.34033427]]
[[ 88.69243994]]
[[ 18.80591074]]
[[ 3.39532703]]
[[ 4.21594371]]
[[ 0.07275642]]
[[ 76.74804861]]
[[ 81.80305565]]
[[ 24.71310909]]
[[ 10.31207779]]
[[ 51.75069286]]
[[ 77.69895633]]
[[ 3.05785874]]
[[ 4.3108898]]
[[ 22.34057868]]
[[ 82.69593638]]
[[ 0.32814096]]
[[ 0.00851973]]
[[ 16.38833296]]
[[ 8.64393706]]
[[ 18.868988]]
[[ 2.58812542]]
[[ 56.41247682]]
[[ 135.99843893]]
[[ 146.58479095]]
[[ 2.50350927]]
[[ 7.09384199]]
[[ 2.97062659]]
[[ 18.21947632]]
[[ 53.93784953]]
[[ 6.40649303]]
[[ 54.14173174]]
[[ 28.96230776]]
[[ 1.08496745]]
[[ 2.41773724]]
[[ 0.02880373]]
[[ 0.23073567]]
[[ 0.37856712]]
[[ 0.89639899]]
[[ 8.41661235]]
[[ 0.29640599]]
[[ 40.88265109]]
[[ 0.84343966]]
[[ 2.05641633]]
[[ 37.2057441]]
[[ 43.01797882]]
[[ 42.71009788]]
[[ 1.1921681]]
[[ 44.41860631]]
[[ 0.07385183]]
[[ 37.80763382]]
[[ 130.14644584]]
[[ 28.71765942]]
[[ 17.15478609]]
[[ 33.36207139]]
[[ 59.48615489]]
[[ 19.14215347]]
[[ 1.913614]]
[[ 0.0180093]]
[[ 16.95094936]]
[[ 7.89258123]]
[[ 59.61645228]]
[[ 18.58181497]]
[[ 11.5291406]]
[[ 31.55437487]]
[[ 0.32204608]]
[[ 142.72430915]]
[[ 36.28044349]]
[[ 41.70964985]]
[[ 1.46677572]]
[[ 38.92285321]]
[[ 2.26055778]]
[[ 0.00946262]]
[[ 4.66387702]]
[[ 52.42176641]]
[[ 64.94776924]]
[[ 119.28620732]]
[[ 76.85304249]]
[[ 76.09947994]]
[[ 96.45803023]]
[[ 84.89073024]]
[[ 65.28113872]]
[[ 56.31418134]]
[[ 2.76199748]]
[[ 65.45364373]]
[[ 0.07798965]]
[[ 0.25858633]]
[[ 9.8513694]]
[[ 3.1709098]]
[[ 30.94189685]]
[[ 15.46199949]]
[[ 7.72512277]]
[[ 54.02180589]]
[[ 19.56217493]]
[[ 12.8754282]]
[[ 0.08621954]]
[[ 189.99293276]]
[[ 1.29908877]]
[[ 16.60543479]]
[[ 6.67968059]]
[[ 26.54075939]]
[[ 5.25932559]]
[[ 0.6013778]]
[[ 0.02298163]]
[[ 1.32866345]]
[[ 11.67521788]]
[[ 52.50152437]]
[[ 3.39203362]]
[[ 10.03292392]]
[[ 120.75366327]]
[[ 28.05766936]]
[[ 50.3648815]]
[[ 18.75060437]]
[[ 6.01230139]]
[[ 0.48307891]]
[[ 52.04962464]]
[[ 3.25717546]]
[[ 74.76072406]]
[[ 2.45020987]]
[[ 54.61617636]]
[[ 3.3690168]]
[[ 21.24128529]]
[[ 35.37558644]]
[[ 10.69784836]]
[[ 3.66902838]]
[[ 20.91575499]]
[[ 23.52331231]]
[[ 58.67067171]]
[[ 1.63542034]]
[[ 124.03420051]]
[[ 5.621805]]
[[ 10.23339353]]
[[ 76.27909884]]
[[ 21.77283313]]
[[ 4.62174925]]
[[ 37.3673525]]
[[ 60.12198136]]
[[ 82.18960358]]
[[ 80.37549946]]
[[ 55.14438413]]
[[ 7.47235097]]
[[ 26.12424607]]
[[ 73.51075708]]
[[ 20.23906593]]
[[ 11.53208998]]
[[ 2.38188798]]
[[ 5.81065739]]
[[ 20.12349976]]
[[ 63.87780458]]
[[ 9.42540843]]
[[ 0.01139213]]
[[ 14.59717734]]
[[ 12.67774708]]
[[ 4.82065939]]
[[ 62.75251391]]
[[ 0.43862306]]
[[ 2.71840793]]
[[ 0.16255523]]
[[ 122.57103141]]
[[ 3.44871584]]
[[ 1.38563214]]
[[ 49.00695945]]
[[ 1.21096519]]
[[ 42.56514399]]
[[ 30.46949477]]
[[ 8.09968942]]
[[ 25.15938645]]
[[ 19.32363508]]
[[ 110.96882817]]
[[ 0.93144459]]
[[ 147.9708261]]
[[ 5.70109496]]
[[ 1.82036099]]
[[ 1.58402063]]
[[ 7.08568649]]
[[ 0.47696677]]
[[ 42.09225354]]
[[ 3.83350859]]
[[ 47.43976948]]
[[ 9.72707762]]
[[ 0.6569487]]
[[ 4.85683249]]
[[ 0.32607511]]
[[ 1.20518796]]
[[ 6.32081047]]
[[ 15.26149855]]
[[ 23.81269803]]
[[ 101.27120747]]
[[ 10.76707842]]
[[ 173.02470421]]
[[ 2.07277003]]
[[ 80.34165055]]
[[ 1.61268744]]
[[ 67.70253395]]
[[ 97.92164477]]
[[ 51.53267718]]
[[ 17.12614613]]
[[ 0.50175849]]
[[ 0.76856295]]
[[ 25.21993411]]
[[ 55.0610371]]
[[ 25.07494033]]
[[ 1.08980246]]
[[ 3.00236924]]
[[ 6.55580506]]
[[ 0.09509004]]
[[ 0.00297885]]
[[ 163.54490969]]
[[ 103.99821197]]
[[ 62.51133417]]
[[ 26.13442006]]
[[ 25.00941547]]
[[ 1.91212818]]
[[ 1.46166205]]
[[ 169.89746134]]
[[ 124.59683553]]
[[ 61.16900996]]
[[ 64.28550785]]
[[ 31.49240197]]
[[ 47.88363932]]
[[ 34.0179167]]
[[ 32.31079919]]
[[ 18.21816106]]
[[ 1.73868484]]
[[ 9.9338957]]
[[ 167.57142501]]
[[ 45.03193527]]
[[ 0.33298577]]
[[ 56.10479706]]
[[ 175.04844451]]
[[ 81.93220257]]
[[ 2.577477]]
[[ 5.83333777]]
[[ 3.2908269]]
[[ 135.36396778]]
[[ 25.17969662]]
[[ 43.989162]]
[[ 0.74282102]]
[[ 1.15502666]]
[[ 0.0017261]]
[[ 0.11245195]]
[[ 0.03142026]]
[[ 4.51156336]]
[[ 1.66340808]]
[[ 0.87409092]]
[[ 187.52653037]]
[[ 114.09750781]]
[[ 3.63499594]]
[[ 51.75619535]]
[[ 75.23053769]]
[[ 8.84709364]]
[[ 0.21695794]]
[[ 0.1404489]]
[[ 0.49876237]]
[[ 23.97200673]]
[[ 7.38549886]]
[[ 3.70223461]]
[[ 24.05295065]]
[[ 0.03956027]]
[[ 0.04625798]]
[[ 18.01263466]]
[[ 21.64344985]]
[[ 0.07794543]]
[[ 0.00601551]]
[[ 14.20721323]]
[[ 1.19210998]]
[[ 22.39792732]]
[[ 27.92853675]]
[[ 9.30564908]]
[[ 9.69289236]]
[[ 2.22600762]]
[[ 6.29910878]]
[[ 23.27111336]]
[[ 1.0519926]]
[[ 17.618722]]
[[ 25.73645601]]
[[ 32.68855089]]
[[ 9.30348]]
[[ 20.67953854]]
[[ 16.98255591]]
[[ 7.09341343]]
[[ 61.23241056]]
[[ 58.81018505]]
[[ 101.1415178]]
[[ 64.05941179]]
[[ 33.01592494]]
[[ 0.63477517]]
[[ 22.73221946]]
[[ 99.30127404]]
[[ 16.4658625]]
[[ 46.11405407]]
[[ 39.34296494]]
[[ 22.77633341]]
[[ 51.07513552]]
[[ 1.5501722]]
[[ 39.0730239]]
[[ 5.33664235]]
[[ 46.1517698]]
[[ 0.71032531]]
[[ 14.53392466]]
[[ 5.13540591]]
[[ 67.56509616]]
[[ 57.66891777]]
[[ 24.31865862]]
[[ 6.27108376]]
[[ 64.33812837]]
[[ 106.114312]]
[[ 3.3505248]]
[[ 11.64967747]]
[[ 2.66481177]]
[[ 10.71241218]]
[[ 0.59689503]]
[[ 0.00472727]]
[[ 0.31662688]]
[[ 5.45402525]]
[[ 0.00209581]]
[[ 0.81987049]]
[[ 12.28615274]]
[[ 25.18681258]]
[[ 0.07742097]]
[[ 26.09245424]]
[[ 6.51346404]]
[[ 56.88048216]]
[[ 102.93622131]]
[[ 20.05161046]]
[[ 169.68659983]]
[[ 78.20608654]]
[[ 94.29952078]]
